StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
3/29/23 12:48,3/29/23 12:48,0,73.151.31.85,1,24,0,4/5/23 13:12,R_3EtyPmAsgKymNhF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61026cadb23cf6dca7e0c12e,
3/29/23 13:11,3/29/23 13:11,0,73.233.22.159,1,22,0,4/5/23 13:19,R_2UfGJYCJ9x7X9ur,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60ff2fba1d8a372fa630afa3,
3/29/23 13:10,3/29/23 13:19,0,98.245.247.154,1,501,0,4/5/23 13:19,R_3RlUmF2NdogapMT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63cff02ee037183a8c260ea8,
3/29/23 13:26,3/29/23 13:26,0,104.138.152.62,1,11,0,4/5/23 13:26,R_24oxVKJ2qOB9j12,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61004696895aeda4629ecd6e,
3/29/23 14:06,3/29/23 14:08,0,73.13.129.33,7,101,0,4/5/23 14:08,R_41PDIRaVXX7ZC25,,,,,,,anonymous,EN,1,1,63d7c9fffb5e9992ca72df9f,33,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d7c9fffb5e9992ca72df9f,
3/29/23 14:10,3/29/23 14:10,0,174.204.74.45,1,28,0,4/5/23 14:10,R_1i41diSAETDvTKY,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59daff10e776fd00015ec7ec,
3/29/23 14:11,3/29/23 14:12,0,168.149.151.95,1,39,0,4/5/23 14:12,R_2DOEDHKbnjU6pxx,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609e992968b0852fe9e73fed,
3/29/23 14:09,3/29/23 14:13,0,68.194.93.32,1,228,0,4/5/23 14:13,R_3PMjkE4nhAk74a0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632890876b6124c7a15d06f6,
3/29/23 14:37,3/29/23 14:38,0,70.93.54.105,4,73,0,4/5/23 14:38,R_2vk16i2aUxpm74F,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ea83120de8f45e197c3abd,
3/29/23 14:47,3/29/23 14:54,0,45.25.80.89,1,423,0,4/5/23 14:54,R_1FICk8ii5zTxAU1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60f07d8c1de076bcea9e0d44,
3/29/23 14:57,3/29/23 14:58,0,72.188.117.148,7,98,0,4/5/23 14:58,R_3exgoUFOR4NwNsK,,,,,,,anonymous,EN,1,1,60c7fc5952ed444937822ce6,23,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60c7fc5952ed444937822ce6,
3/29/23 15:06,3/29/23 15:09,0,24.17.110.160,1,130,0,4/5/23 15:09,R_zSUV6VRdsZ3k0gN,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc2a0d812bc59000b746ee5,
3/29/23 15:10,3/29/23 15:10,0,98.41.64.226,1,28,0,4/5/23 15:10,R_AizUpBMZX3kb4f7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60ef0fb48876334d960a7c50,
3/29/23 15:11,3/29/23 15:12,0,69.118.228.68,1,59,0,4/5/23 15:13,R_2s6Ysa3TjezhOcK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb076d4438b1812aa3b6157,
3/29/23 16:07,3/29/23 16:07,0,73.176.101.74,1,31,0,4/5/23 16:07,R_27B9GANTI76pkVb,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61509f0576598bbf74387211,
3/29/23 16:08,3/29/23 16:09,0,174.134.34.162,1,18,0,4/5/23 16:09,R_2P13gAPIqO8rfwO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608f2aa883599160c8b87a79,
3/29/23 12:31,3/29/23 16:30,0,98.51.0.149,7,14382,0,4/5/23 16:30,R_1Lj907mPa04OlIf,,,,,,,anonymous,EN,1,1,5f556bd46e6c4c93a5a90c77,22,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f556bd46e6c4c93a5a90c77,
5/24/23 12:30,5/24/23 12:39,0,108.178.196.58,100,522,1,5/24/23 12:39,R_yDO1QPSVgtthJzH,,,,,30.8464,-85.69,anonymous,EN,1,1,63d92dacc885e6167a4a486c,34,1,1,2,1,4,1,4,3,1,1,4,2,4,1,4,5,4,5,4,1,3,3,2,5,3,4,4,2,1,4,0,0,2,4,0,1,7,1,7,1,7,1,1,7,1,4,2,2,4,4,4,2,4,4,4,4,4,1,4,2,2,4,4,4,1,1,1,4,4,4,1,4,4,1,1,3,4,1,1,4,1,4,4,4,1,4,4,1,1,3,1,1,4,2,1,4,6,6,6,6,6,6,1,6,1,6,1,1,1,1,6,1,1,6,1,1,1,5,1,1,5,4,2,4,5,2,5,1,7,1,1,1,7,6,1,1,4,1,4,1,1,4,7,1,1,7,1,4,7,4,63d92dacc885e6167a4a486c,
5/24/23 12:31,5/24/23 12:45,0,72.213.172.169,100,807,1,5/24/23 12:45,R_2YFcbzCk7H6jYYU,,,,,36.16,-95.988,anonymous,EN,1,1,5ef98087540ce971a8fb4280,32,2,1,2,2,2,2,1,4,5,2,5,4,1,4,6,6,1,4,1,1,5,3,3,3,4,4,4,4,1,4,2,2,3,2,0,7,4,7,1,4,3,6,5,4,6,3,1,1,2,1,4,4,1,3,3,4,2,2,2,4,2,4,4,4,4,4,2,2,2,4,1,3,3,3,2,3,2,4,4,4,4,2,2,4,4,4,2,4,2,4,3,1,4,3,2,4,6,6,6,6,6,6,4,6,3,6,4,5,1,1,6,6,3,1,4,1,4,3,2,5,5,4,3,3,3,3,4,4,7,1,3,1,6,4,1,1,3,4,1,4,1,1,7,1,6,7,4,1,7,1,5ef98087540ce971a8fb4280,
5/24/23 12:38,5/24/23 12:56,0,67.162.168.76,100,1101,1,5/24/23 12:56,R_2awMpgFmv539awy,,,,,28.9351,-81.9903,anonymous,EN,1,1,63d457e6518149adae9202cd,24,1,2,2,2,3,2,2,3,1,5,2,2,6,6,2,6,3,4,5,5,5,4,5,5,2,3,2,1,2,2,4,1,2,1,0,1,5,6,2,6,2,6,7,2,5,2,1,2,2,1,4,4,2,2,3,3,2,3,2,2,1,2,2,3,3,4,3,3,1,3,2,3,3,3,3,3,3,3,4,3,2,3,3,3,1,2,3,2,2,2,2,2,3,3,3,3,4,5,5,5,5,3,3,4,3,3,3,2,4,3,3,6,3,2,4,3,3,3,3,4,4,4,4,4,2,3,2,6,6,2,4,5,7,5,2,7,6,6,4,6,1,5,5,1,1,7,4,5,5,3,63d457e6518149adae9202cd,
5/24/23 12:41,5/24/23 12:57,0,24.131.195.186,100,918,1,5/24/23 12:57,R_3KAyhl3zMK3hkcw,,,,,40.4047,-80.0132,anonymous,EN,1,1,63ea4ab1ce4168cbe9f63775,30,1,1,2,1,1,4,3,5,5,6,6,6,1,4,5,6,1,4,2,5,3,4,4,4,1,0,0,3,3,0,0,4,1,0,0,5,7,6,2,6,5,6,5,5,6,3,2,2,4,4,3,3,2,4,2,4,3,2,2,3,4,4,3,3,4,4,2,2,1,3,2,1,3,2,2,3,3,3,3,2,3,2,2,4,4,2,4,3,2,3,3,2,4,2,3,1,2,3,2,4,2,2,3,1,4,2,4,4,2,2,1,5,3,1,4,2,2,4,1,4,4,4,1,4,2,2,1,3,5,2,3,2,6,5,2,5,4,5,3,5,1,4,6,2,3,5,6,3,7,5,63ea4ab1ce4168cbe9f63775,
5/24/23 12:40,5/24/23 13:02,0,98.122.151.143,100,1315,1,5/24/23 13:02,R_3g89U7fiUIf3RJp,,,,,35.7965,-78.7981,anonymous,EN,1,1,615cff90b003cff3ff72bd6a,20,1,1,2,1,2,3,2,6,2,3,3,1,5,4,3,6,4,3,3,6,5,5,5,4,1,2,2,1,3,1,3,3,0,1,0,5,7,5,2,7,4,6,7,6,6,1,2,2,3,1,2,2,2,4,3,4,1,1,3,4,3,3,4,2,4,4,1,1,3,1,1,3,2,4,3,3,2,2,1,3,3,3,3,4,2,4,4,3,1,3,3,1,3,1,3,3,6,6,5,5,2,5,2,5,2,4,3,2,2,1,5,2,2,3,3,2,4,4,2,2,4,4,1,4,1,2,1,3,7,1,2,1,5,3,1,2,2,3,3,2,1,5,6,1,5,7,2,3,6,3,615cff90b003cff3ff72bd6a,
5/24/23 12:35,5/24/23 13:15,0,104.171.171.60,100,2430,1,5/24/23 13:15,R_3hxqOZaEScA5Wtk,,,,,39.0469,-77.4903,anonymous,EN,1,1,63f3731fccf0d4e95aa80d11,34,1,2,2,1,6,3,3,6,3,5,4,4,4,4,3,4,4,4,1,1,4,4,4,4,2,2,2,3,4,2,1,2,2,2,0,7,4,7,7,4,3,7,6,7,5,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,2,3,2,2,2,2,3,3,2,3,3,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,1,1,1,1,4,1,4,2,4,4,3,4,2,5,4,2,5,3,4,3,3,3,4,4,4,4,2,2,3,5,6,1,4,1,6,4,1,5,5,4,6,3,1,5,5,1,5,5,5,6,7,3,63f3731fccf0d4e95aa80d11,
5/24/23 13:12,5/24/23 13:27,0,96.74.214.193,100,892,1,5/24/23 13:27,R_2TN8PoFCast20OK,,,,,42.1292,-89.2702,anonymous,EN,1,1,5b272956007d870001c7db05,32,2,1,2,2,1,6,6,6,5,6,5,4,2,6,5,3,1,4,6,6,4,4,4,3,2,1,3,3,2,2,2,3,1,1,0,2,5,6,2,4,2,6,5,4,6,2,2,1,3,1,1,4,2,3,2,2,1,3,4,3,4,2,3,4,4,4,2,2,1,3,3,1,3,2,3,3,1,2,3,2,3,2,1,2,3,1,3,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,4,3,5,1,5,5,5,5,5,4,3,3,4,4,3,5,3,4,5,4,4,4,3,3,5,5,7,1,5,1,6,5,1,2,5,6,5,1,1,6,6,1,6,6,5,5,7,4,5b272956007d870001c7db05,
5/24/23 13:30,5/24/23 13:47,0,75.132.139.155,100,1002,1,5/24/23 13:47,R_tQmJULfdEjaaGTn,,,,,38.5423,-89.9588,anonymous,EN,1,1,5c7e14531c3cf8001638b5b0,27,1,1,2,1,3,3,3,6,3,5,3,6,6,2,2,2,6,5,6,6,4,3,4,4,2,3,3,2,2,2,2,2,3,3,0,5,4,4,2,5,3,5,4,4,5,2,2,1,2,2,2,3,2,3,3,3,2,3,1,3,3,3,3,2,3,4,2,2,2,3,2,3,3,4,3,3,2,2,3,3,4,3,3,2,3,2,3,3,2,2,3,1,2,2,3,2,4,5,5,5,5,4,2,4,3,4,3,3,2,3,3,3,3,4,3,2,3,4,4,4,4,4,4,3,4,4,4,5,5,2,5,3,6,5,1,5,5,6,3,4,1,5,6,1,5,5,4,2,6,4,5c7e14531c3cf8001638b5b0,
5/24/23 13:56,5/24/23 13:56,0,96.8.178.116,100,49,1,5/24/23 13:56,R_2EoBNn5Qd7LaUED,,,,,29.8931,-98.6857,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107e6801df6b53a2666516b,
5/24/23 13:58,5/24/23 14:07,0,73.74.177.46,100,554,1,5/24/23 14:07,R_ONhwZ5WeRdGr5VT,,,,,41.8482,-87.6521,anonymous,EN,1,1,60fd89617258b322c92fdd03,22,2,1,2,2,2,3,6,6,3,6,3,6,6,3,2,3,6,3,4,6,4,5,5,4,1,0,2,4,3,1,3,3,1,1,0,5,5,6,2,6,2,5,5,3,6,4,2,3,3,2,3,4,2,3,1,2,1,4,3,2,3,3,3,3,4,3,3,2,2,3,2,1,2,3,3,3,1,1,4,2,4,1,2,2,4,2,3,3,1,1,4,2,3,1,4,2,2,1,2,1,1,1,6,1,5,2,6,6,5,4,1,6,5,1,5,4,2,4,2,5,5,4,2,3,5,4,4,6,6,2,6,3,7,7,2,5,5,6,3,5,3,7,7,1,6,7,4,3,7,3,60fd89617258b322c92fdd03,
5/24/23 14:32,5/24/23 14:42,0,24.125.59.71,100,597,1,5/24/23 14:42,R_1Cs6MDlSqMUnXfY,,,,,33.2541,-84.2735,anonymous,EN,1,1,6076b4987983e978f6a2753f,20,2,2,2,2,1,4,5,4,1,4,5,3,1,4,1,4,6,5,1,3,4,5,4,4,0,0,2,4,4,0,3,3,0,2,0,7,6,6,1,5,5,7,7,6,6,2,2,4,1,2,2,2,1,4,1,2,2,3,1,2,2,2,4,4,4,4,3,2,1,1,2,1,1,3,4,3,1,2,4,1,4,1,1,2,2,1,4,3,2,1,4,3,2,1,4,1,4,4,3,6,1,1,3,1,6,1,6,5,4,4,4,4,4,1,5,3,5,1,1,4,1,4,3,5,3,1,1,6,7,1,6,1,6,5,1,6,6,5,1,4,1,6,6,1,5,6,4,1,6,1,6076b4987983e978f6a2753f,
5/24/23 15:00,5/24/23 15:21,0,172.58.128.114,100,1249,1,5/24/23 15:21,R_3e2bPex5zjc46N7,,,,,25.8119,-80.2318,anonymous,EN,1,1,64023a98627b1116180dff0b,28,2,1,2,2,4,5,3,5,4,1,4,6,3,3,4,2,3,3,4,2,4,3,4,5,4,4,4,1,1,4,1,0,4,4,0,4,2,4,1,4,4,4,4,2,4,4,2,1,2,1,2,3,1,4,2,4,1,1,1,4,2,4,2,4,3,4,1,2,1,3,1,3,4,2,2,3,3,1,1,2,3,2,3,4,2,1,2,2,3,2,1,1,3,3,3,1,6,6,6,6,6,6,1,6,5,6,2,1,1,1,4,1,1,4,2,1,2,4,1,3,5,4,4,5,3,4,5,6,7,1,5,1,5,5,1,6,5,4,6,5,1,6,6,1,5,7,6,6,7,6,64023a98627b1116180dff0b,
5/24/23 15:23,5/24/23 15:32,0,24.1.54.200,100,493,1,5/24/23 15:32,R_3RvF8IY6UPIXfUW,,,,,41.6837,-88.3499,anonymous,EN,1,1,5c2dea19d396500001e2b39d,29,2,1,2,2,1,4,2,4,3,3,2,4,1,4,1,4,5,4,6,6,3,3,4,4,3,3,4,2,1,1,1,2,4,4,0,6,1,6,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,4,3,2,2,3,2,1,1,1,2,4,4,4,4,2,1,3,3,1,4,4,4,3,1,2,3,2,4,1,1,1,1,1,1,4,2,1,4,1,1,1,4,4,1,1,4,1,3,1,6,1,6,1,6,6,6,4,1,6,6,1,3,5,2,4,2,5,5,4,3,1,4,3,5,4,7,1,7,1,7,4,1,4,7,4,6,4,1,5,7,1,5,7,7,6,7,5,5c2dea19d396500001e2b39d,
5/24/23 15:43,5/24/23 16:00,0,73.142.12.208,100,1041,1,5/24/23 16:00,R_3MhWtOQUQrSR7pc,,,,,42.6351,-71.3014,anonymous,EN,1,1,6321d7404a95a42175d1243d,19,2,1,2,2,4,5,6,2,4,1,3,2,6,2,3,6,6,6,3,1,3,2,3,2,4,4,4,0,1,4,1,0,3,4,0,3,6,2,6,2,7,1,2,3,2,3,2,1,1,1,3,2,1,3,3,4,2,3,1,3,1,3,2,2,1,4,1,2,3,3,2,3,3,1,3,3,2,1,1,2,3,2,3,3,2,3,3,3,4,3,2,1,3,3,1,2,6,6,6,5,6,5,4,6,2,5,3,1,2,2,5,6,2,1,1,1,2,3,1,2,4,4,3,2,4,3,5,6,6,5,2,4,5,3,2,1,4,5,1,1,2,1,6,2,4,5,1,3,6,4,6321d7404a95a42175d1243d,
5/24/23 13:53,5/24/23 16:06,0,104.171.171.60,100,7970,1,5/24/23 16:06,R_5mPGLEYNmqbc3mh,,,,,39.0469,-77.4903,anonymous,EN,1,1,63f3731fccf0d4e95aa80d11,34,1,2,2,1,2,3,4,4,2,6,4,6,3,3,4,3,6,3,3,4,4,3,4,4,2,3,2,1,2,2,0,2,2,2,0,7,7,6,7,5,6,5,6,7,7,2,2,3,3,3,3,2,3,4,3,4,3,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,3,2,2,1,1,1,2,2,1,1,4,4,4,2,2,2,1,2,2,3,2,6,6,3,1,3,6,1,2,6,1,1,1,4,6,6,1,6,1,6,6,5,5,4,4,5,4,4,5,4,5,5,5,6,5,5,5,6,5,5,5,7,7,5,5,6,7,7,5,4,5,7,5,6,7,63f3731fccf0d4e95aa80d11,
5/24/23 12:32,5/24/23 12:33,0,75.142.103.181,1,57,0,5/31/23 12:33,R_6x6xgej3MrOSYVP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c2477b010677f0001db2661,
5/24/23 12:36,5/24/23 12:37,0,104.230.25.229,1,51,0,5/31/23 12:37,R_3q1PgTJd0zd2v0B,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64374928df1b0f8f55b3279c,
5/24/23 12:31,5/24/23 12:37,0,205.178.54.222,1,368,0,5/31/23 12:37,R_1gHHH7ImJNKKDH8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a7096746fc3c60001f9598e,
5/24/23 12:38,5/24/23 12:38,0,73.209.188.60,1,35,0,5/31/23 12:38,R_12aT4UK5JHXT6Wa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641359b5040c453203e2c088,
5/24/23 13:13,5/24/23 13:24,0,47.226.9.48,7,688,0,5/31/23 13:24,R_1Ipk9pUhHo7KJNv,,,,,,,anonymous,EN,1,1,5c2c189b867f660001af5dc5,30,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c2c189b867f660001af5dc5,
5/24/23 13:27,5/24/23 13:29,0,216.106.158.155,1,102,0,5/31/23 13:29,R_2WZJR0RV87yPx7E,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64143c6c286640f3d1348cf8,
5/24/23 13:55,5/24/23 13:55,0,174.229.115.67,1,48,0,5/31/23 13:55,R_3M38ut56VqXKoGB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61301afc08a5e9d282fc2e52,
5/24/23 13:57,5/24/23 13:57,0,76.113.247.137,1,12,0,5/31/23 13:57,R_1NnzsLXktl4Y91I,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61119dbb3bb886548d08a015,
5/24/23 14:29,5/24/23 14:35,0,37.120.215.169,1,374,0,5/31/23 14:35,R_1N4IBQHIB0sCD1K,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6135752aa4ee5158b0708670,
